brand,model,year,engine_volume,mileage,horsepower,price
Skoda,Superb,2016,2.2,155,220,366969.49
Hyundai,Santa Fe,2001,2.6,164,94,186623.47
Volkswagen,Passat,2017,1.2,279,294,380282.18
Audi,A4,2006,1.7,285,263,307316.22
Toyota,Camry,2013,1.9,265,187,282729.39
Nissan,Leaf,2021,1.9,54,317,531847.4
Audi,Q5,2014,2.2,10,147,336015.58
Kia,Ceed,2007,1.4,156,221,276629.97
Toyota,Camry,2008,1.9,164,125,211759.86
Hyundai,Tucson,2020,1.8,65,328,569312.99
Skoda,Kodiaq,2010,2.4,235,92,201995.32
Ford,Kuga,2002,2.0,16,231,396980.25
Skoda,Octavia,2019,1.8,29,334,572247.36
Toyota,Camry,2013,2.6,168,151,283826.33
Mercedes-Benz,E-Class,2007,1.7,88,128,266839.48
Kia,Rio,2002,1.6,10,135,302604.91
Ford,Kuga,2017,2.3,238,184,276726.39
Nissan,Leaf,2022,1.8,222,311,404778.82
Kia,Rio,2013,2.0,292,178,246929.28
Kia,Rio,2019,2.9,257,101,213027.8
BMW,3 Series,2007,1.8,128,282,394062.6
Mercedes-Benz,E-Class,2016,1.5,236,157,255396.29
Toyota,RAV4,2007,1.9,33,131,289070.0
Toyota,Corolla,2004,1.8,199,72,165210.73
Kia,Ceed,2011,2.4,66,331,473854.67
BMW,5 Series,2001,1.3,98,181,254111.32
BMW,5 Series,2016,3.3,284,81,145006.06
Toyota,Camry,2012,1.6,118,122,256287.51
Volkswagen,Golf,2021,2.3,150,217,342388.06
Toyota,RAV4,2013,2.5,294,203,313537.67
Mercedes-Benz,C-Class,2008,2.1,253,153,260101.51
Skoda,Superb,2008,2.3,83,253,416402.63
Nissan,Qashqai,2008,2.0,271,238,314679.8
Toyota,Camry,2019,2.3,185,118,232208.85
Ford,Focus,2005,1.8,239,177,262471.32
BMW,3 Series,2011,1.7,85,262,403873.44
Hyundai,Tucson,2009,1.1,192,283,359744.27
Audi,A3,2021,2.2,283,164,249639.25
Volkswagen,Golf,2004,1.8,286,100,112191.52
Audi,A4,2017,2.2,236,225,341580.29
Mercedes-Benz,C-Class,2006,1.8,174,81,159476.94
Kia,Rio,2012,2.6,284,341,405421.01
Skoda,Kodiaq,2000,1.9,226,294,287268.6
Hyundai,Tucson,2005,1.7,199,232,315872.8
Kia,Rio,2020,1.8,27,113,317928.73
Nissan,X-Trail,2020,2.3,241,295,382020.66
Skoda,Superb,2007,3.5,193,322,435539.38
Hyundai,Elantra,2008,2.7,115,302,435853.92
Toyota,Corolla,2006,1.4,252,328,334351.59
Nissan,X-Trail,2009,2.1,62,249,452589.71
Audi,A3,2007,1.6,235,292,387901.99
Volkswagen,Tiguan,2001,1.8,211,185,261342.01
Volkswagen,Tiguan,2017,1.8,95,74,269725.53
Audi,A3,2014,2.0,59,330,495044.28
Skoda,Kodiaq,2005,2.4,269,135,188275.56
Toyota,Corolla,2013,1.9,204,84,170619.99
Nissan,Leaf,2021,2.1,257,218,325794.86
Hyundai,Elantra,2017,2.0,65,170,377358.88
Hyundai,Elantra,2002,1.7,186,336,406122.77
Mercedes-Benz,GLC,2000,1.7,159,287,334285.32
Kia,Sportage,2022,1.7,22,111,335367.3
Toyota,Corolla,2000,2.3,298,135,141876.34
Audi,A3,2013,1.8,73,189,375835.01
Toyota,Camry,2000,2.9,114,314,486867.96
Kia,Rio,2000,1.6,248,117,176658.5
Ford,Mondeo,2003,1.6,43,324,463109.23
Audi,A4,2011,1.5,48,224,390864.08
Nissan,Qashqai,2014,1.9,234,330,415612.37
Mercedes-Benz,GLC,2003,1.7,138,86,162546.23
Ford,Focus,2009,1.8,142,272,375742.53
Audi,A4,2010,2.5,49,235,411695.33
Ford,Focus,2005,1.9,230,117,174429.3
Toyota,Corolla,2009,1.8,103,298,403891.07
Mercedes-Benz,GLC,2011,2.1,108,282,429128.79
Nissan,Leaf,2002,2.1,69,285,422035.57
Nissan,Qashqai,2014,2.4,138,238,327666.17
Skoda,Superb,2015,2.4,141,91,235402.37
Kia,Rio,2009,2.2,78,344,442284.03
BMW,3 Series,2021,2.5,23,182,383047.68
Nissan,Qashqai,2022,1.7,160,272,387418.47
Mercedes-Benz,GLC,2010,1.9,183,102,197704.02
Hyundai,Santa Fe,2015,2.1,205,158,250447.73
Audi,A3,2016,2.0,41,203,387070.61
Hyundai,Santa Fe,2013,3.5,82,80,320447.75
Mercedes-Benz,C-Class,2015,2.5,203,96,190324.37
Volkswagen,Golf,2013,2.5,59,100,311989.0
Ford,Kuga,2005,1.9,66,160,319969.27
Mercedes-Benz,E-Class,2009,2.0,126,238,376556.58
Kia,Rio,2016,2.4,201,116,267302.47
BMW,3 Series,2022,2.8,226,148,270614.36
Audi,Q5,2009,1.6,120,71,191273.59
Toyota,RAV4,2020,1.8,98,89,239826.04
Ford,Mondeo,2009,1.9,166,175,222405.3
Kia,Sportage,2013,2.1,78,159,328609.95
BMW,3 Series,2019,2.4,279,207,340522.63
Kia,Ceed,2016,2.4,234,237,306411.48
Ford,Mondeo,2008,2.2,14,210,363907.36
Audi,A3,2014,1.6,252,282,362494.15
Kia,Ceed,2006,1.9,127,101,212857.05
Nissan,Leaf,2001,1.3,181,99,200041.87
Mercedes-Benz,C-Class,2003,2.5,152,113,208229.4
Skoda,Superb,2019,2.0,266,104,231307.48
Audi,Q5,2017,1.4,87,114,285620.47
Nissan,X-Trail,2010,3.2,66,207,421258.78
Hyundai,Elantra,2004,1.0,29,116,238417.89
Kia,Sportage,2007,2.0,23,254,422940.0
Nissan,Leaf,2021,2.7,215,87,225574.15
Mercedes-Benz,GLC,2019,1.8,246,254,357816.08
Kia,Ceed,2004,2.1,190,141,206778.12
Audi,A4,2001,2.2,198,192,252425.54
Volkswagen,Passat,2004,1.0,156,240,357513.27
Toyota,Camry,2002,1.5,51,146,304059.5
Nissan,Leaf,2011,2.0,10,78,240254.09
BMW,3 Series,2018,2.0,113,270,439103.91
Toyota,RAV4,2006,1.3,264,312,379221.02
Ford,Focus,2018,2.0,218,138,229685.68
Nissan,Leaf,2003,2.3,227,308,387718.14
Audi,A3,2022,2.6,87,80,293765.16
Kia,Rio,2013,2.1,60,107,240763.49
Kia,Sportage,2018,1.5,297,79,120102.45
Hyundai,Santa Fe,2017,2.3,109,85,239315.54
Toyota,RAV4,2006,2.3,221,312,390503.59
Kia,Ceed,2014,1.9,246,316,384259.16
Hyundai,Santa Fe,2020,1.8,166,111,258819.11
Ford,Mondeo,2000,1.8,23,303,444493.56
Ford,Kuga,2011,2.3,125,113,215514.48
Mercedes-Benz,C-Class,2018,1.9,148,233,308173.86
BMW,3 Series,2022,2.2,84,219,398542.83
Kia,Ceed,2005,1.6,33,349,508360.29
Hyundai,Santa Fe,2012,2.0,186,273,380882.57
Mercedes-Benz,C-Class,2005,1.4,64,300,408897.68
Skoda,Kodiaq,2012,1.7,222,91,195826.05
Audi,A4,2014,2.0,172,244,355039.45
Audi,A3,2015,1.6,173,311,447780.82
Kia,Sportage,2007,1.8,98,135,290252.59
Skoda,Kodiaq,2012,2.4,24,163,380503.98
Volkswagen,Tiguan,2012,1.9,131,282,431490.01
BMW,5 Series,2019,1.8,187,310,404768.83
Toyota,Camry,2019,1.6,278,179,248933.79
Hyundai,Tucson,2011,1.7,114,116,288280.2
BMW,X5,2018,2.0,168,225,353816.56
Volkswagen,Golf,2016,2.3,14,149,322494.66
Hyundai,Tucson,2002,1.2,150,114,211895.31
Toyota,Camry,2014,2.4,178,264,403434.92
Hyundai,Tucson,2016,1.8,26,306,499243.65
Toyota,Corolla,2005,2.0,41,280,432344.33
Hyundai,Tucson,2018,2.4,14,337,562783.09
BMW,5 Series,2011,3.1,146,152,317804.94
Mercedes-Benz,GLC,2003,2.3,116,182,305980.56
Toyota,RAV4,2020,1.8,171,336,486021.64
Nissan,X-Trail,2022,2.1,266,200,341661.11
Skoda,Kodiaq,2011,2.2,177,125,231725.96
Audi,Q5,2021,1.3,297,307,439730.67
Ford,Kuga,2001,1.5,254,95,171388.47
Toyota,Camry,2006,2.2,122,314,428170.7
Toyota,Camry,2015,2.3,187,278,451508.79
BMW,5 Series,2011,2.2,199,252,341146.97
Hyundai,Tucson,2015,2.3,20,276,542942.81
Kia,Rio,2013,1.8,32,273,450578.76
Kia,Ceed,2000,2.5,128,277,400864.39
Ford,Kuga,2021,2.9,291,141,253878.4
Skoda,Octavia,2008,1.7,78,216,350440.58
Kia,Ceed,2006,1.4,143,273,383733.53
Audi,A3,2004,2.0,262,202,277014.28
Hyundai,Tucson,2009,2.4,60,147,319138.63
BMW,5 Series,2009,2.3,52,166,344545.54
Kia,Sportage,2017,2.1,150,232,395282.2
Ford,Kuga,2006,1.0,34,265,383235.44
Nissan,Qashqai,2017,1.7,279,185,257605.29
Nissan,Qashqai,2012,2.6,113,230,417958.28
Mercedes-Benz,GLC,2010,1.1,162,324,413049.95
Kia,Sportage,2009,2.0,170,139,260986.05
Skoda,Octavia,2021,1.7,292,271,305576.39
Hyundai,Tucson,2008,2.3,54,105,275601.9
Ford,Kuga,2014,1.2,296,287,326491.95
Toyota,Corolla,2013,1.8,175,266,379759.63
Nissan,Qashqai,2002,2.1,216,261,321822.7
Ford,Kuga,2013,1.8,117,346,518419.22
BMW,3 Series,2020,2.3,74,155,326308.65
Hyundai,Tucson,2015,1.2,276,91,138242.91
Toyota,Corolla,2022,1.4,194,203,305433.31
Volkswagen,Passat,2002,1.8,233,230,247472.23
Volkswagen,Passat,2007,2.2,162,112,219284.89
Kia,Sportage,2001,2.3,298,110,111466.13
Toyota,RAV4,2001,2.1,294,349,378141.84
Volkswagen,Tiguan,2022,1.5,195,252,382297.05
Hyundai,Elantra,2017,1.7,235,321,417452.89
Ford,Mondeo,2006,2.6,209,109,213942.26
Kia,Rio,2016,3.0,20,156,320590.8
BMW,X5,2005,2.3,286,294,374383.73
Audi,A3,2009,2.2,12,207,395495.37
Audi,A4,2006,1.4,287,207,251655.04
Hyundai,Elantra,2003,2.1,71,133,248524.27
Mercedes-Benz,E-Class,2010,1.2,14,186,326127.24
Ford,Kuga,2015,2.7,18,167,394728.43
BMW,3 Series,2016,2.3,67,215,418611.36
Mercedes-Benz,E-Class,2005,2.0,289,154,158793.6
Toyota,Corolla,2019,1.4,247,120,221434.78
Toyota,RAV4,2018,2.1,136,164,334519.56
Nissan,Leaf,2019,1.2,246,347,445720.63
Audi,A3,2021,1.8,228,78,191823.31
Volkswagen,Golf,2020,2.2,187,158,301259.33
Volkswagen,Passat,2017,1.6,158,158,329770.29
Ford,Kuga,2014,2.0,47,288,456984.9
Kia,Ceed,2001,3.2,127,230,380406.42
Ford,Kuga,2018,1.1,106,112,270529.36
Skoda,Superb,2005,1.6,26,315,439702.54
Toyota,Camry,2011,1.9,288,327,343389.22
Toyota,Camry,2000,1.7,163,228,309704.1
Volkswagen,Golf,2022,2.2,103,201,344511.1
BMW,3 Series,2022,2.3,184,116,201096.27
Volkswagen,Golf,2010,2.0,38,158,416545.82
Audi,A3,2018,2.1,43,114,289341.62
BMW,X5,2021,1.1,19,263,486476.11
Audi,A4,2003,2.2,285,75,116353.33
Toyota,Camry,2020,2.1,299,332,467666.81
BMW,5 Series,2018,1.7,110,265,470296.03
Audi,A4,2020,2.8,150,87,267035.36
Nissan,Qashqai,2005,2.0,96,176,272534.33
Kia,Sportage,2007,2.1,137,138,295841.79
Nissan,Leaf,2021,2.0,215,94,183454.27
Kia,Rio,2008,1.2,98,125,275794.26
Nissan,X-Trail,2009,1.5,91,70,181751.96
Kia,Rio,2009,1.9,221,252,319025.96
Kia,Rio,2009,2.5,128,123,319128.09
Volkswagen,Passat,2003,1.8,145,150,253646.71
Ford,Mondeo,2017,2.1,270,229,292474.35
Ford,Kuga,2011,2.2,285,295,349042.9
Mercedes-Benz,GLC,2010,1.6,217,333,417460.68
Audi,Q5,2015,1.5,252,178,230670.52
Hyundai,Tucson,2018,1.7,109,113,287807.97
Nissan,Leaf,2010,1.6,124,270,374629.02
Nissan,Leaf,2022,1.5,25,216,370974.46
BMW,5 Series,2003,2.4,13,268,438048.08
Nissan,Qashqai,2011,2.3,275,303,354340.71
Hyundai,Tucson,2016,1.5,57,253,431138.99
Hyundai,Tucson,2012,2.1,232,104,186000.42
Mercedes-Benz,GLC,2003,1.8,213,278,363144.3
Kia,Ceed,2005,1.9,29,132,313418.11
Ford,Kuga,2006,2.0,297,151,135274.69
Hyundai,Tucson,2007,1.3,203,332,401294.89
Toyota,RAV4,2001,1.0,20,324,450886.28
Nissan,Qashqai,2008,2.0,29,108,274851.96
Volkswagen,Passat,2009,1.8,288,92,100000.0
Volkswagen,Golf,2018,1.9,44,153,268706.88
Toyota,RAV4,2000,1.7,275,275,333905.05
Mercedes-Benz,GLC,2015,2.0,241,164,247580.09
Skoda,Octavia,2017,1.2,47,132,315805.07
Audi,Q5,2007,2.0,92,206,328803.02
Nissan,X-Trail,2009,1.0,41,220,335593.96
Nissan,X-Trail,2021,1.6,63,186,360856.59
Mercedes-Benz,GLC,2010,1.8,234,260,308675.82
Toyota,Camry,2016,1.1,116,271,423211.33
Skoda,Octavia,2006,2.6,34,319,505384.14
Kia,Sportage,2002,2.0,54,156,316529.71
Audi,Q5,2006,1.6,127,143,264169.15
Skoda,Octavia,2005,2.9,134,106,188484.26
Kia,Ceed,2002,2.1,45,194,335373.79
Kia,Rio,2007,2.2,176,235,316478.38
Hyundai,Tucson,2000,1.9,278,70,100000.0
Toyota,Corolla,2004,1.7,203,140,193104.81
Ford,Kuga,2018,2.1,133,177,339227.59
Skoda,Superb,2012,1.0,280,155,204924.47
Volkswagen,Passat,2010,1.1,67,250,387109.18
Kia,Sportage,2021,1.2,68,94,278993.4
Skoda,Kodiaq,2010,1.0,226,220,291407.34
Kia,Rio,2001,2.2,78,334,470091.24
Audi,A4,2008,1.6,253,272,335404.03
Hyundai,Tucson,2001,2.6,112,120,260542.29
Audi,A4,2020,1.9,14,289,495856.53
Ford,Mondeo,2018,1.5,273,126,179938.86
Mercedes-Benz,GLC,2011,1.9,250,151,230687.22
Hyundai,Tucson,2008,2.5,231,233,302041.42
Audi,A3,2008,1.8,238,338,403760.24
Skoda,Superb,2022,2.5,41,252,469144.77
Volkswagen,Passat,2009,2.5,33,249,476664.48
Ford,Mondeo,2004,1.6,196,155,244963.44
Skoda,Octavia,2008,1.7,137,180,325335.44
Kia,Ceed,2022,1.6,121,227,399780.81
Audi,A4,2017,1.3,158,114,244176.74
Mercedes-Benz,C-Class,2009,1.2,160,107,213390.82
Hyundai,Santa Fe,2016,1.7,183,89,193063.61
Hyundai,Tucson,2009,1.0,206,166,206468.15
Kia,Ceed,2013,1.3,264,128,200520.59
BMW,5 Series,2003,2.2,177,293,395278.66
Mercedes-Benz,E-Class,2009,1.2,91,258,424182.91
Nissan,Leaf,2021,2.5,79,128,347962.34
Skoda,Kodiaq,2017,2.2,22,77,275100.43
Hyundai,Elantra,2004,2.8,128,171,272137.7
Toyota,Corolla,2008,2.9,221,90,195219.63
Kia,Rio,2005,2.3,111,285,416124.38
Ford,Mondeo,2015,1.6,286,300,344975.36
Mercedes-Benz,E-Class,2021,1.1,205,305,426152.12
BMW,X5,2022,1.2,86,220,362305.01
Ford,Kuga,2015,2.9,214,137,242518.69
Skoda,Superb,2010,1.2,238,115,246301.7
Skoda,Kodiaq,2020,1.8,198,291,388389.4
BMW,3 Series,2014,2.5,108,309,483045.55
Mercedes-Benz,E-Class,2018,1.5,227,225,345629.77
Hyundai,Santa Fe,2002,2.6,203,164,266674.7
Ford,Mondeo,2015,1.9,52,166,364921.17
Toyota,Camry,2020,2.0,133,152,321794.44
Skoda,Octavia,2019,1.8,29,314,517096.29
Hyundai,Tucson,2004,1.4,177,132,244417.37
Nissan,X-Trail,2008,2.2,55,79,279039.64
Nissan,Qashqai,2004,2.2,232,158,248088.3
Volkswagen,Passat,2003,2.3,88,234,410008.94
Skoda,Octavia,2012,2.4,179,284,427317.37
Hyundai,Santa Fe,2019,1.7,255,141,221179.63
Volkswagen,Tiguan,2016,2.2,280,277,336729.99
BMW,X5,2019,2.4,108,208,393252.82
BMW,5 Series,2011,2.1,150,315,447274.6
Nissan,X-Trail,2019,1.7,118,198,366568.53
Skoda,Octavia,2019,2.1,146,169,358319.24
Audi,Q5,2006,1.0,130,80,168561.15
Nissan,Qashqai,2000,2.1,108,245,354199.88
Ford,Mondeo,2015,1.3,75,219,384982.94
Toyota,RAV4,2006,1.9,153,144,244790.39
Ford,Mondeo,2001,1.7,119,168,224701.46
Ford,Mondeo,2011,1.9,139,334,448978.63
Toyota,Corolla,2010,1.1,266,312,331399.84
Skoda,Kodiaq,2007,2.3,219,152,268702.15
Ford,Mondeo,2000,2.4,255,139,163817.31
Mercedes-Benz,C-Class,2002,1.4,163,297,373443.2
Mercedes-Benz,GLC,2007,1.2,142,241,341292.06
Volkswagen,Golf,2007,1.5,30,200,373465.17
Skoda,Kodiaq,2010,2.3,44,79,264501.57
Skoda,Octavia,2020,1.9,233,125,239341.78
Nissan,Leaf,2004,1.8,133,102,186511.88
Mercedes-Benz,E-Class,2007,1.8,249,313,363643.28
Ford,Kuga,2020,1.6,13,295,470829.59
Skoda,Octavia,2008,2.1,132,297,431471.77
Ford,Mondeo,2016,2.7,51,314,496249.39
Toyota,Corolla,2004,1.5,178,172,283713.39
Volkswagen,Passat,2018,2.2,289,266,295060.04
Mercedes-Benz,E-Class,2018,1.9,234,278,426111.35
Nissan,X-Trail,2001,1.9,194,261,335838.87
Nissan,Qashqai,2018,2.6,20,196,409337.52
Toyota,Camry,2022,2.4,182,79,240762.1
BMW,X5,2014,1.9,105,135,324049.67
Hyundai,Elantra,2007,2.4,287,227,324653.13
Volkswagen,Golf,2007,1.0,148,325,416888.34
BMW,X5,2000,1.0,175,104,111624.39
Kia,Sportage,2013,1.6,196,236,331894.98
Toyota,RAV4,2010,1.4,95,91,213260.68
Hyundai,Elantra,2006,1.8,240,136,211391.15
Mercedes-Benz,C-Class,2017,2.5,147,267,409165.99
Ford,Focus,2014,1.8,28,169,329710.78
Audi,Q5,2009,2.4,165,264,368429.53
Hyundai,Tucson,2003,2.4,104,169,333137.73
Kia,Rio,2020,1.0,26,144,339257.31
Nissan,Qashqai,2000,2.3,289,86,137070.5
Volkswagen,Golf,2013,2.5,270,216,284660.17
Kia,Ceed,2019,2.5,169,319,495928.52
Volkswagen,Passat,2019,1.9,90,324,477281.86
BMW,X5,2008,2.0,194,257,330072.48
Skoda,Superb,2012,2.0,222,309,433169.16
Kia,Ceed,2016,1.9,176,245,401036.45
Ford,Kuga,2019,1.4,215,101,155827.31
Skoda,Kodiaq,2003,1.5,270,191,244873.37
Volkswagen,Golf,2004,2.2,283,97,103021.98
Kia,Ceed,2017,1.9,245,258,376100.55
BMW,5 Series,2016,2.0,252,209,321931.88
Volkswagen,Tiguan,2020,2.5,229,340,499915.81
Volkswagen,Golf,2006,2.0,79,338,524095.29
Nissan,Leaf,2009,1.4,222,255,329890.97
Kia,Sportage,2008,3.0,296,179,233805.04
Volkswagen,Tiguan,2012,1.8,235,324,402972.5
Toyota,RAV4,2017,1.8,278,104,173856.95
Nissan,Qashqai,2011,2.1,288,291,340509.96
Nissan,X-Trail,2007,1.9,258,179,229331.84
Mercedes-Benz,C-Class,2022,1.9,205,330,484682.19
Mercedes-Benz,C-Class,2017,1.7,39,71,229136.41
Toyota,RAV4,2004,2.4,140,303,444998.73
Skoda,Kodiaq,2006,2.5,21,168,350289.15
Audi,A3,2014,2.8,25,188,361693.79
Toyota,RAV4,2002,2.9,126,79,219862.49
Volkswagen,Golf,2017,1.0,158,142,220169.79
Ford,Kuga,2005,2.2,118,278,405168.02
Ford,Focus,2005,1.3,245,193,289506.08
Skoda,Octavia,2019,2.6,14,107,322793.89
Skoda,Superb,2000,2.1,189,163,226137.65
Volkswagen,Tiguan,2020,1.6,10,302,533661.22
Kia,Ceed,2016,1.4,17,232,440379.43
Nissan,Leaf,2010,1.6,153,209,335390.33
Volkswagen,Tiguan,2001,1.5,152,311,381628.04
Ford,Kuga,2008,2.6,284,239,309865.47
Ford,Kuga,2018,2.0,162,167,290767.25
Ford,Mondeo,2005,1.4,296,136,167666.87
Hyundai,Elantra,2006,2.1,139,173,285252.08
Volkswagen,Passat,2003,2.1,130,210,340095.84
Kia,Ceed,2002,1.9,68,272,429606.32
Audi,A3,2001,2.6,226,206,283887.27
Volkswagen,Tiguan,2009,2.2,40,332,488771.9
Mercedes-Benz,E-Class,2009,2.2,253,175,206805.01
Mercedes-Benz,C-Class,2016,1.0,149,199,289185.38
Mercedes-Benz,GLC,2015,1.8,222,330,400665.15
Skoda,Kodiaq,2000,2.3,38,182,408791.77
Hyundai,Elantra,2011,2.1,173,185,314982.27
Mercedes-Benz,E-Class,2019,2.0,113,207,378162.31
Kia,Rio,2019,2.3,72,230,408172.76
Audi,Q5,2009,2.2,24,177,384438.44
Skoda,Octavia,2000,2.4,295,317,337686.38
Toyota,RAV4,2015,2.2,188,203,331549.86
Toyota,Camry,2010,2.3,20,83,288976.24
BMW,X5,2003,2.3,22,147,326417.9
Audi,A3,2002,2.0,224,340,400707.13
Kia,Rio,2012,2.0,235,294,352135.3
Mercedes-Benz,E-Class,2020,2.0,72,190,380497.08
Kia,Ceed,2014,1.4,264,292,382159.3
BMW,3 Series,2009,1.2,139,278,403351.85
Skoda,Octavia,2005,2.3,272,309,366947.81
Skoda,Octavia,2010,2.3,180,90,221381.02
Toyota,Corolla,2000,2.0,199,162,197562.07
Mercedes-Benz,E-Class,2019,2.2,293,324,399496.78
Skoda,Octavia,2003,2.3,34,231,392976.27
Hyundai,Tucson,2009,2.2,169,321,405722.68
BMW,3 Series,2021,2.3,226,334,467869.18
Toyota,RAV4,2014,1.4,185,257,376569.39
Audi,A4,2000,2.8,230,181,251103.01
Hyundai,Elantra,2020,2.2,289,99,188524.06
Skoda,Octavia,2014,2.5,90,342,499128.77
Hyundai,Elantra,2002,2.3,134,237,332383.94
Toyota,Camry,2000,1.5,179,165,196439.83
Ford,Focus,2005,1.7,79,204,333869.59
Mercedes-Benz,E-Class,2018,1.7,87,107,261586.14
Volkswagen,Passat,2003,2.6,99,138,254428.76
Skoda,Superb,2011,1.5,120,303,432385.26
Nissan,Qashqai,2001,1.4,173,136,196229.71
Hyundai,Santa Fe,2016,2.2,137,125,238316.69
Mercedes-Benz,GLC,2005,2.9,164,345,447147.53
Nissan,Leaf,2011,1.6,203,261,346189.11
Hyundai,Tucson,2014,2.7,182,189,291569.63
Skoda,Superb,2016,2.4,30,80,294776.92
Skoda,Superb,2000,1.8,118,215,318890.82
Toyota,RAV4,2013,1.3,138,83,182131.19
Hyundai,Tucson,2022,1.8,289,103,204989.34
Kia,Sportage,2001,1.6,36,273,449685.06
Volkswagen,Passat,2003,2.6,101,155,288729.17
Ford,Kuga,2019,2.0,64,223,407717.72
Audi,A3,2001,2.2,205,239,300528.7
Kia,Ceed,2021,2.2,230,236,339873.87
Hyundai,Tucson,2013,1.7,165,254,346098.32
BMW,X5,2017,2.0,110,182,345873.78
Toyota,RAV4,2007,2.5,245,213,267457.16
Hyundai,Elantra,2019,2.0,294,280,290012.29
Nissan,Qashqai,2000,1.9,78,260,434786.45
Volkswagen,Golf,2015,2.3,276,251,371433.55
Hyundai,Tucson,2006,1.3,147,224,322289.11
Volkswagen,Passat,2005,1.0,257,261,260008.49
Skoda,Kodiaq,2021,2.1,112,150,381477.12
Toyota,Corolla,2018,2.5,117,118,301488.17
Kia,Rio,2009,2.9,209,124,220328.92
Volkswagen,Passat,2022,2.1,224,136,294827.84
Ford,Mondeo,2005,2.4,164,184,265110.91
Kia,Ceed,2009,2.7,96,181,287079.98
Toyota,Corolla,2018,2.0,218,228,321669.56
Hyundai,Santa Fe,2002,1.7,187,176,265498.16
Nissan,X-Trail,2019,1.6,83,95,324478.27
Nissan,Qashqai,2002,1.9,267,179,196679.31
Mercedes-Benz,C-Class,2019,2.7,282,135,200882.45
Mercedes-Benz,E-Class,2005,2.5,33,274,448319.93
Ford,Mondeo,2016,1.9,80,170,340714.89
BMW,5 Series,2017,2.6,92,275,504094.4
Mercedes-Benz,E-Class,2009,2.2,19,70,262853.39
Ford,Mondeo,2005,1.9,52,293,497826.14
Ford,Mondeo,2012,2.1,60,139,346395.01
Ford,Focus,2005,2.2,216,219,318089.33
Nissan,X-Trail,2011,2.1,116,284,389397.36
Skoda,Octavia,2013,2.9,268,211,289140.88
Audi,Q5,2016,1.9,203,83,198904.43
Volkswagen,Tiguan,2021,1.3,244,268,294535.77
Ford,Focus,2007,2.2,172,88,175340.3
BMW,X5,2004,1.9,78,219,346946.06
Toyota,Corolla,2003,1.3,266,331,338391.13
Kia,Ceed,2005,2.3,194,143,284832.53
Hyundai,Santa Fe,2010,1.0,264,335,390401.31
Hyundai,Santa Fe,2004,2.1,125,214,325338.93
Ford,Kuga,2021,1.0,23,202,352529.02
Skoda,Superb,2013,2.0,224,217,295750.92
Volkswagen,Golf,2009,2.3,102,148,334887.43
Volkswagen,Tiguan,2010,2.4,243,284,350281.91
Audi,A3,2002,2.4,189,102,176546.93
Kia,Rio,2022,1.5,63,263,419978.48
Ford,Kuga,2007,2.1,39,247,419662.2
BMW,3 Series,2020,1.6,21,270,484497.29
Skoda,Kodiaq,2004,1.6,120,72,185623.09
Audi,A3,2019,1.9,121,122,252056.26
Mercedes-Benz,C-Class,2020,1.8,178,327,471768.24
BMW,X5,2009,1.5,113,190,305221.36
Volkswagen,Golf,2007,2.2,20,219,404942.82
BMW,X5,2020,2.3,281,222,332263.89
Audi,A4,2008,1.6,23,286,466012.05
Skoda,Superb,2014,1.9,184,204,333345.13
Hyundai,Elantra,2000,1.9,167,325,421758.45
Toyota,Camry,2022,1.9,119,131,322339.26
Ford,Mondeo,2004,2.0,161,132,252880.84
Kia,Rio,2014,2.1,243,137,254517.27
Audi,A4,2003,2.6,150,294,415867.31
Skoda,Octavia,2018,2.1,128,206,384038.48
Ford,Focus,2009,1.7,18,115,296281.31
Toyota,Corolla,2022,2.0,186,164,319201.65
Hyundai,Santa Fe,2001,1.5,58,316,433566.83
BMW,X5,2004,1.6,158,283,328979.45
Skoda,Kodiaq,2017,2.2,166,325,498275.32
BMW,5 Series,2022,1.0,101,117,282348.28
Audi,Q5,2005,1.9,161,162,263736.98
Mercedes-Benz,GLC,2009,2.5,179,75,209969.9
Hyundai,Santa Fe,2014,2.2,93,262,409914.2
Kia,Rio,2022,2.4,57,172,379829.81
Mercedes-Benz,E-Class,2008,2.2,226,143,208395.58
Toyota,RAV4,2012,3.0,86,143,316317.51
Audi,A3,2017,1.4,52,182,350228.78
Mercedes-Benz,E-Class,2006,2.1,273,221,255649.95
Volkswagen,Golf,2001,2.4,72,332,481685.18
BMW,5 Series,2015,1.8,254,155,187459.12
Volkswagen,Tiguan,2001,2.6,129,127,275443.15
BMW,5 Series,2003,2.3,271,218,244705.2
Skoda,Octavia,2001,1.3,259,283,319652.28
Skoda,Kodiaq,2016,2.2,61,164,364074.84
Mercedes-Benz,C-Class,2005,2.3,286,277,312572.54
Volkswagen,Passat,2009,2.8,151,212,355355.46
Ford,Focus,2013,1.9,260,152,196927.74
Ford,Kuga,2014,2.3,234,121,203312.18
Audi,A3,2020,2.1,162,86,225948.63
Toyota,Corolla,2011,1.7,65,287,457861.3
Nissan,X-Trail,2018,1.8,18,297,494501.77
Mercedes-Benz,E-Class,2010,1.0,250,270,315952.65
Volkswagen,Golf,2000,1.8,173,151,246227.34
Hyundai,Tucson,2007,2.8,142,197,337908.55
Kia,Sportage,2021,1.9,90,149,388442.17
Kia,Ceed,2005,2.4,144,258,351360.73
Mercedes-Benz,C-Class,2011,2.1,143,225,321364.6
